candidate_id,node_key,node_id,x,y,z,hit_count,visit_count,pair_hit_count,direction_hit_count,route_type_hit_count,route_ids,pairs,directions,route_types,label,label_prefix,slowness,risk_obstacle,risk_ra,risk_total,flz_support,emergency_risk,route_graph_degree,dbscan_cluster,dbscan_input,candidate_score,area_ix,area_iy,area_id,candidate_type,candidate_level,area_quota,area_selected_rank,area_density_sum,area_density_mean,area_density_max,area_density_norm,n_candidate_pool_nodes,density_hit_count
MIN001,8724,8724,1900.0,4300.0,0.0,6,6,6,2,2,DB01_to_DK06_backward_backup_03;DB02_to_DK06_backward_main_01;DK01_to_DK05_forward_main_03;DK01_to_DK06_forward_backup_02;DK03_to_DK06_backward_backup_03;DK05_to_DK06_forward_main_03,DB01_to_DK06;DB02_to_DK06;DK01_to_DK05;DK01_to_DK06;DK03_to_DK06;DK05_to_DK06,backward;forward,backup;main,NONE,NONE,0.057946,0.0,0.0,0.0,0.795714,0.204286,6,-1,False,0.8875,1,4,1_4,minor_area_balanced,minor,2,1,2905.0,7.2625,112.0,1.0,170,6.0
MIN002,9325,9325,1650.0,4600.0,0.0,6,6,6,2,2,DB02_to_DK02_backward_backup_03;DK01_to_DK06_forward_main_04;DK02_to_DK03_forward_main_03;DK02_to_DK06_backward_backup_02;DK03_to_DK05_backward_main_02;DK05_to_DK06_backward_backup_03,DB02_to_DK02;DK01_to_DK06;DK02_to_DK03;DK02_to_DK06;DK03_to_DK05;DK05_to_DK06,backward;forward,backup;main,NONE,NONE,0.067498,0.0,0.0,0.0,0.514756,0.485244,6,-1,False,0.8875,1,4,1_4,minor_area_balanced,minor,2,2,2905.0,7.2625,112.0,1.0,170,6.0
MIN003,9099,9099,450.0,4500.0,0.0,6,6,6,2,2,DB01_to_DK02_forward_main_03;DK01_to_DK02_forward_main_03;DK01_to_DK05_forward_main_03;DK02_to_DK05_forward_backup_02;DK02_to_DK06_backward_backup_02;DK05_to_DK06_forward_main_03,DB01_to_DK02;DK01_to_DK02;DK01_to_DK05;DK02_to_DK05;DK02_to_DK06;DK05_to_DK06,backward;forward,backup;main,NONE,NONE,0.083333,0.0,0.0,0.0,0.049015,0.950985,4,-1,False,0.825,0,4,0_4,minor_area_balanced,minor,1,1,2516.0,6.29,118.0,0.866092943201377,96,6.0
MIN004,7410,7410,1850.0,3650.0,0.0,6,6,6,2,1,DB01_to_DK02_forward_main_03;DB01_to_DK05_backward_main_04;DB01_to_DK06_forward_main_02;DK01_to_DK03_backward_main_03;DK01_to_DK05_backward_main_01;DK03_to_DK06_forward_main_04,DB01_to_DK02;DB01_to_DK05;DB01_to_DK06;DK01_to_DK03;DK01_to_DK05;DK03_to_DK06,backward;forward,main,NONE,NONE,0.059585,0.0,0.0,0.0,0.747504,0.252496,8,-1,False,0.95,1,3,1_3,minor_area_balanced,minor,1,1,2291.0,5.7275,30.0,0.7886402753872633,69,6.0
MIN005,5693,5693,1850.0,2800.0,0.0,6,6,6,2,2,DB01_to_DK01_forward_main_02;DB01_to_DK02_forward_main_03;DB01_to_DK05_backward_main_04;DB01_to_DK06_forward_main_02;DB02_to_DK04_forward_main_02;DB02_to_DK06_forward_backup_03,DB01_to_DK01;DB01_to_DK02;DB01_to_DK05;DB01_to_DK06;DB02_to_DK04;DB02_to_DK06,backward;forward,backup;main,NONE,NONE,0.072734,0.0,0.0,0.0,0.360764,0.639236,6,-1,False,0.8875,1,2,1_2,minor_area_balanced,minor,1,1,2199.0,5.4975,37.0,0.7569707401032703,76,6.0
MIN006,8032,8032,2650.0,3950.0,0.0,6,6,5,2,2,DB02_to_DK02_backward_backup_04;DB02_to_DK02_backward_main_04;DB02_to_DK03_forward_main_04;DB02_to_DK05_forward_main_02;DK01_to_DK03_backward_main_01;DK03_to_DK06_forward_backup_04,DB02_to_DK02;DB02_to_DK03;DB02_to_DK05;DK01_to_DK03;DK03_to_DK06,backward;forward,backup;main,NONE,NONE,0.05525,0.0,0.0,0.0,0.930284,0.069716,7,-1,False,0.8854166666666667,2,3,2_3,minor_area_balanced,minor,1,1,2118.0,5.295,114.0,0.7290877796901893,258,6.0
MIN007,3644,3644,400.0,1800.0,0.0,6,6,3,2,2,DB01_to_DK04_backward_backup_04;DB01_to_DK04_backward_main_04;DK02_to_DK04_backward_backup_02;DK02_to_DK04_backward_main_02;DK04_to_DK05_backward_backup_01;DK04_to_DK05_forward_backup_04,DB01_to_DK04;DK02_to_DK04;DK04_to_DK05,backward;forward,backup;main,NONE,NONE,0.084797,0.0,0.0,0.0,0.005981,0.994019,4,-1,False,0.725,0,1,0_1,minor_area_balanced,minor,1,1,1783.0,4.4575,103.0,0.6137693631669535,127,6.0
MIN008,3370,3370,1850.0,1650.0,0.0,6,6,6,2,2,DB01_to_DB02_forward_main_01;DB01_to_DK01_forward_main_03;DB01_to_DK02_forward_main_04;DB01_to_DK03_forward_main_02;DB01_to_DK05_backward_backup_04;DB01_to_DK06_forward_main_02,DB01_to_DB02;DB01_to_DK01;DB01_to_DK02;DB01_to_DK03;DB01_to_DK05;DB01_to_DK06,backward;forward,backup;main,NONE,NONE,0.075202,0.0,0.0,0.0,0.288188,0.711812,6,-1,False,0.8875,1,1,1_1,minor_area_balanced,minor,1,1,1735.0,4.3375,112.0,0.5972461273666093,131,6.0
MIN009,5699,5699,2150.0,2800.0,0.0,6,6,6,2,2,DB01_to_DK01_backward_main_03;DB01_to_DK03_forward_backup_01;DB01_to_DK05_forward_main_04;DB01_to_DK06_forward_main_04;DB02_to_DK04_forward_main_02;DK01_to_DK04_backward_backup_02,DB01_to_DK01;DB01_to_DK03;DB01_to_DK05;DB01_to_DK06;DB02_to_DK04;DK01_to_DK04,backward;forward,backup;main,NONE,NONE,0.066297,0.0,0.0,0.0,0.550099,0.449901,5,-1,False,0.85625,2,2,2_2,minor_area_balanced,minor,1,1,1690.0,4.225,15.0,0.5817555938037866,157,6.0
MIN010,8537,8537,2650.0,4200.0,0.0,6,6,5,2,2,DB02_to_DK03_forward_main_04;DK01_to_DK03_backward_backup_02;DK02_to_DK03_forward_backup_02;DK03_to_DK04_backward_main_04;DK03_to_DK04_forward_main_01;DK03_to_DK06_forward_main_03,DB02_to_DK03;DK01_to_DK03;DK02_to_DK03;DK03_to_DK04;DK03_to_DK06,backward;forward,backup;main,NONE,NONE,0.05525,0.0,0.0,0.0,0.903425,0.096575,6,-1,False,0.8541666666666667,2,4,2_4,minor_area_balanced,minor,1,1,1547.0,3.8675,14.0,0.5325301204819277,230,6.0
MIN011,4918,4918,3500.0,2400.0,0.0,6,6,4,2,2,DB02_to_DK01_forward_main_02;DB02_to_DK03_backward_backup_04;DB02_to_DK03_forward_backup_02;DB02_to_DK04_forward_main_04;DB02_to_DK06_backward_backup_03;DB02_to_DK06_backward_main_03,DB02_to_DK01;DB02_to_DK03;DB02_to_DK04;DB02_to_DK06,backward;forward,backup;main,NONE,NONE,0.059386,0.0,0.0,0.0,0.753367,0.246633,6,-1,False,0.8208333333333333,3,2,3_2,minor_area_balanced,minor,1,1,1297.0,3.2425,14.0,0.44647160068846814,132,6.0
MIN012,7179,7179,400.0,3550.0,0.0,6,6,2,2,2,DK02_to_DK03_backward_backup_04;DK02_to_DK03_backward_main_04;DK02_to_DK03_forward_backup_02;DK02_to_DK06_backward_backup_04;DK02_to_DK06_backward_main_04;DK02_to_DK06_forward_backup_02,DK02_to_DK03;DK02_to_DK06,backward;forward,backup;main,NONE,NONE,0.083512,0.0,0.0,0.0,0.043766,0.956234,2,-1,False,0.6291666666666667,0,3,0_3,minor_area_balanced,minor,1,1,1192.0,2.98,35.0,0.4103270223752151,5,6.0
MIN013,3317,3317,4250.0,1600.0,0.0,6,6,6,1,1,DB01_to_DB02_forward_main_02;DB02_to_DK01_forward_main_02;DB02_to_DK02_forward_main_02;DB02_to_DK03_forward_main_02;DB02_to_DK04_forward_main_02;DB02_to_DK05_forward_main_02,DB01_to_DB02;DB02_to_DK01;DB02_to_DK02;DB02_to_DK03;DB02_to_DK04;DB02_to_DK05,forward,main,NONE,NONE,0.059386,0.0,0.0,0.0,0.753367,0.246633,2,-1,False,0.7625,4,1,4_1,minor_area_balanced,minor,1,1,1033.0,2.5825,110.0,0.35559380378657485,57,6.0
MIN014,4147,4147,300.0,2050.0,0.0,5,5,2,2,2,DK02_to_DK04_backward_main_04;DK02_to_DK04_forward_main_01;DK02_to_DK04_forward_main_04;DK03_to_DK04_backward_backup_01;DK03_to_DK04_forward_backup_04,DK02_to_DK04;DK03_to_DK04,backward;forward,backup;main,NONE,NONE,0.084839,0.0,0.0,0.0,0.004741,0.995259,4,-1,False,0.6083333333333334,0,2,0_2,minor_area_balanced,minor,1,1,985.0,2.4625,30.0,0.33907056798623064,48,5.0
MIN015,3804,3804,3350.0,1850.0,0.0,6,6,3,2,2,DB01_to_DB02_forward_main_02;DB02_to_DK02_backward_backup_01;DB02_to_DK02_backward_main_01;DB02_to_DK02_forward_backup_01;DB02_to_DK04_backward_main_01;DB02_to_DK04_forward_backup_01,DB01_to_DB02;DB02_to_DK02;DB02_to_DK04,backward;forward,backup;main,NONE,NONE,0.05525,0.0,0.0,0.0,0.903425,0.096575,4,-1,False,0.725,3,1,3_1,minor_area_balanced,minor,1,1,842.0,2.105,12.0,0.28984509466437175,138,6.0
MIN016,8545,8545,3050.0,4200.0,0.0,6,6,6,2,2,DB01_to_DK03_backward_main_02;DB02_to_DK03_backward_backup_02;DK01_to_DK03_forward_main_02;DK02_to_DK03_forward_main_02;DK03_to_DK04_forward_main_02;DK03_to_DK06_backward_main_04,DB01_to_DK03;DB02_to_DK03;DK01_to_DK03;DK02_to_DK03;DK03_to_DK04;DK03_to_DK06,backward;forward,backup;main,NONE,NONE,0.062527,0.0,0.0,0.0,0.66096,0.33904,6,-1,False,0.8875,3,4,3_4,minor_area_balanced,minor,1,1,807.0,2.0175,111.0,0.27779690189328743,103,6.0
MIN017,6528,6528,3200.0,3200.0,0.0,6,6,5,2,2,DB01_to_DK03_backward_main_04;DB01_to_DK03_forward_backup_03;DB02_to_DK02_forward_backup_03;DB02_to_DK03_backward_main_01;DB02_to_DK05_backward_backup_01;DB02_to_DK06_forward_backup_02,DB01_to_DK03;DB02_to_DK02;DB02_to_DK03;DB02_to_DK05;DB02_to_DK06,backward;forward,backup;main,NONE,NONE,0.066978,0.0,0.0,0.0,0.53006,0.46994,5,-1,False,0.8229166666666667,3,3,3_3,minor_area_balanced,minor,1,1,603.0,1.5075,9.0,0.20757314974182445,131,6.0
MIN018,3894,3894,2800.0,1900.0,0.0,6,6,5,2,2,DB01_to_DB02_forward_main_02;DB02_to_DK01_forward_main_03;DB02_to_DK04_backward_backup_01;DB02_to_DK04_forward_backup_03;DB02_to_DK05_forward_main_03;DB02_to_DK06_forward_main_03,DB01_to_DB02;DB02_to_DK01;DB02_to_DK04;DB02_to_DK05;DB02_to_DK06,backward;forward,backup;main,NONE,NONE,0.056201,0.0,0.0,0.0,0.847033,0.152967,4,-1,False,0.7916666666666667,2,1,2_1,minor_area_balanced,minor,1,1,567.0,1.4175,10.0,0.19518072289156627,119,6.0
MIN019,4935,4935,4350.0,2400.0,0.0,6,6,6,2,2,DB01_to_DB02_backward_backup_04;DB02_to_DK01_backward_main_02;DB02_to_DK02_forward_main_03;DB02_to_DK04_forward_main_04;DB02_to_DK05_backward_main_01;DB02_to_DK06_forward_main_02,DB01_to_DB02;DB02_to_DK01;DB02_to_DK02;DB02_to_DK04;DB02_to_DK05;DB02_to_DK06,backward;forward,backup;main,NONE,NONE,0.070059,0.0,0.0,0.0,0.439435,0.560565,3,-1,False,0.79375,4,2,4_2,minor_area_balanced,minor,1,1,328.0,0.82,9.0,0.11290877796901894,12,6.0
MIN020,681,681,3750.0,300.0,0.0,5,5,4,2,2,DB01_to_DB02_backward_backup_01;DB01_to_DB02_forward_backup_03;DB02_to_DK01_forward_main_04;DB02_to_DK03_forward_main_04;DB02_to_DK06_forward_main_04,DB01_to_DB02;DB02_to_DK01;DB02_to_DK03;DB02_to_DK06,backward;forward,backup;main,NONE,NONE,0.057087,0.0,0.0,0.0,0.820973,0.179027,4,-1,False,0.675,3,0,3_0,minor_area_balanced,minor,1,1,284.0,0.71,5.0,0.09776247848537005,65,5.0
MIN021,1555,1555,2000.0,750.0,0.0,5,5,4,2,1,DB01_to_DB02_backward_backup_01;DB01_to_DB02_forward_backup_03;DB02_to_DK01_forward_backup_04;DB02_to_DK03_forward_backup_04;DB02_to_DK06_forward_backup_04,DB01_to_DB02;DB02_to_DK01;DB02_to_DK03;DB02_to_DK06,backward;forward,backup,NONE,NONE,0.082556,0.0,0.0,0.0,0.071876,0.928124,3,-1,False,0.64375,2,0,2_0,minor_area_balanced,minor,1,1,248.0,0.62,5.0,0.08537005163511188,53,5.0
MIN022,1293,1293,4050.0,600.0,0.0,6,6,5,2,1,DB01_to_DB02_backward_backup_01;DB01_to_DB02_forward_backup_03;DB02_to_DK01_forward_backup_03;DB02_to_DK03_forward_backup_03;DB02_to_DK05_forward_backup_03;DB02_to_DK06_forward_backup_03,DB01_to_DB02;DB02_to_DK01;DB02_to_DK03;DB02_to_DK05;DB02_to_DK06,backward;forward,backup,NONE,NONE,0.05525,0.0,0.0,0.0,0.880775,0.119225,3,-1,False,0.7604166666666667,4,0,4_0,minor_area_balanced,minor,1,1,185.0,0.4625,6.0,0.06368330464716007,45,6.0
MIN023,10124,10124,1200.0,5000.0,0.0,4,4,4,2,2,DK01_to_DK05_forward_main_03;DK02_to_DK03_backward_backup_03;DK03_to_DK05_backward_main_01;DK05_to_DK06_forward_main_03,DK01_to_DK05;DK02_to_DK03;DK03_to_DK05;DK05_to_DK06,backward;forward,backup;main,NONE,NONE,0.07946,0.0,0.0,0.0,0.162927,0.837073,3,-1,False,0.5604166666666667,1,5,1_5,minor_area_balanced,minor,1,1,53.0,2.65,4.0,0.018244406196213425,20,4.0
MIN024,10140,10140,2000.0,5000.0,0.0,2,2,2,1,2,DK02_to_DK03_backward_backup_03;DK03_to_DK05_backward_main_01,DK02_to_DK03;DK03_to_DK05,backward,backup;main,NONE,NONE,0.070854,0.0,0.0,0.0,0.416049,0.583951,2,-1,False,0.29583333333333334,2,5,2_5,minor_area_balanced,minor,1,1,26.0,1.3,2.0,0.008950086058519793,13,2.0
MIN025,10117,10117,850.0,5000.0,0.0,4,4,4,2,2,DK01_to_DK05_forward_main_03;DK02_to_DK03_backward_backup_03;DK03_to_DK05_backward_main_01;DK05_to_DK06_forward_main_03,DK01_to_DK05;DK02_to_DK03;DK03_to_DK05;DK05_to_DK06,backward;forward,backup;main,NONE,NONE,0.082316,0.0,0.0,0.0,0.07894,0.92106,3,-1,False,0.5604166666666667,0,5,0_5,minor_area_balanced,minor,1,1,22.0,1.1,4.0,0.007573149741824441,7,4.0
MIN026,1955,1955,1800.0,950.0,0.0,2,2,1,2,1,DB01_to_DB02_backward_backup_01;DB01_to_DB02_forward_backup_03,DB01_to_DB02,backward;forward,backup,NONE,NONE,0.082143,0.0,0.0,0.0,0.084032,0.915968,2,-1,False,0.2625,1,0,1_0,minor_area_balanced,minor,1,1,19.0,0.0475,2.0,0.006540447504302926,4,2.0
